"";"unacceptable_antigens";"vpra";"count";"frequency"
"1364";"A10 A33 A28 B7 B63 B27 B60";65,71;1;0,000145011600928074
"1365";"A10 A33 A28 DQ3";65,62;1;0,000145011600928074
"1366";"A10 A33 A68 B51 B52 B8 B12 B13 B64 B65 B62 B63 B75 B76 B77 B71 B72 B17 B18 B49 B50 B54 B55 B56 B27 B35 B37 B60 B41 B46 B47 B53 B59 B78 Cw10 Cw9 DR1 DR4 DR14 DR10";98,13;1;0,000145011600928074
"1367";"A10 A43";12,57;2;0,000290023201856148
"1368";"A10 A43";12,63;3;0,000435034802784223
"1369";"A10 A43 A80 B12";33,63;1;0,000145011600928074
"1370";"A10 A43 A80 B7 B62 B63 B70 B21 B22 B27 B42 B46 B67 B73 B81 B82 Cw1 Cw3 Cw7 Cw8 Cw12 Cw14 Cw16 DQ7";96,57;1;0,000145011600928074
"1371";"A10 A43 B5 B12 B13 B62 B63 B75 B76 B77 B71 B38 B17 B21 B37 B40 B41 B46 B48 B53 B59 DR53 DQ5 DQ2";92,96;1;0,000145011600928074
"1372";"A10 A43 B52 B7 B22 B42 B67 B81 B82 Cw9 DR4 DQ1 DQ4";89,1;1;0,000145011600928074
"1373";"A10 A69 B12 B17 DQ7";59,31;1;0,000145011600928074
"1374";"A10 A69 B38 B39 B35 B53 B67 DR1 DR4 DR14 DR7 DR9 DR10 DR53 DQ2 DQ3 DQ4";94,9;1;0,000145011600928074
"1375";"A10 A80";12,7;1;0,000145011600928074
"1376";"A10 A80 B37 DR3 DR4 DR5 DR6 DR8 DR9 DR52 DQ3";88,64;1;0,000145011600928074
"1377";"A10 B12";32,26;1;0,000145011600928074
"1378";"A10 B12 B62 DR11 DR52 DQ3";90,39;1;0,000145011600928074
"1379";"A10 B14 DR1 DR7 DR9 DQ2";64,92;1;0,000145011600928074
"1380";"A10 B15 B35 DR5 DR10";56,51;1;0,000145011600928074
"1381";"A10 B15 DR9";26,15;1;0,000145011600928074
"1382";"A10 B16 DR6";40,74;1;0,000145011600928074
"1383";"A10 B17";18,69;1;0,000145011600928074
"1384";"A10 B18 DR2 DR17 DR9 DQ1 DQ3 DQ4";99,21;1;0,000145011600928074
"1385";"A10 B22";15,14;1;0,000145011600928074
"1386";"A10 B27 B40 B48 DR15 DR16 DR5 DR13 DR7 DR8 DQ6";88,59;1;0,000145011600928074
"1387";"A10 B35 DR1 DR4 DR7 DR9 DR10 DR53 DQ5 DQ2 DQ8 DQ9";93,22;1;0,000145011600928074
"1388";"A10 B40 Cw2";31,24;1;0,000145011600928074
"1389";"A10 B40 DR4 DQ3";66,33;1;0,000145011600928074
"1390";"A10 B41 DR16 DQ5 DQ3";78,85;1;0,000145011600928074
"1391";"A10 B41 DR4";34,24;1;0,000145011600928074
"1392";"A10 B49 B50 B27 DR12 DR7 DR9 DR52";44,87;1;0,000145011600928074
"1393";"A10 B5 B8";41,5;1;0,000145011600928074
"1394";"A10 B5 B8 B44 B13 B15 B72 B38 B49 B35 B37 B41 B53 B78";84,84;1;0,000145011600928074
"1395";"A10 B51 DQ2 DQ3 DQ4";86,17;1;0,000145011600928074
"1396";"A10 B52 B7 B13 B27 B40 B42 B47 B48 B67 B73 B81 Cw2";57,86;1;0,000145011600928074
"1397";"A10 B7 B13 B18 B22 B27 B40 B42 B47 B48 B81 DR2 DR12 DR51 DQ7";81,75;1;0,000145011600928074
"1398";"A10 B7 B13 B22 B27 B40 B42 B48 B67 B73 B81 B82";56,83;1;0,000145011600928074
"1399";"A10 B7 B13 B22 B27 B42 B67 B73 B81 B82 DR1 DR2 DR4 DR5 DR6 DR9 DR51 DQ1 DQ8 DQ9 DQ4";97,58;1;0,000145011600928074
"1400";"A10 B7 B13 B27 B40 B41 B47 B48 DR4";67,14;1;0,000145011600928074
"1401";"A10 B7 B22 B42 B67 Cw3";55,72;1;0,000145011600928074
"1402";"A10 B7 B27 B40 B81 DR12 DR6";66,27;1;0,000145011600928074
"1403";"A10 B7 B60";40,59;1;0,000145011600928074
"1404";"A10 B7 B60 DR7 DQ5 DQ2";83,85;1;0,000145011600928074
"1405";"A10 B7 B8 B12 B16 B49 B55 B37 B40 B41 B42 B48 B67 B81 Cw17 DR1 DR9 DR10 DR51 DQ5";88,07;1;0,000145011600928074
"1406";"A10 B7 B8 B45 B13 B62 B63 B75 B76 B70 B39 B18 B21 B22 B27 B35 B37 B40 B41 B42 B47 B48 B59 B67 B73 B81 B82 Cw1 Cw7";94,58;1;0,000145011600928074
"1407";"A10 B7 B8 B45 B14 B62 B75 B76 B39 B18 B50 B22 B35 B40 B41 B59 B73 Cw7 Cw8 Cw16 Cw17 DQ2";93,78;1;0,000145011600928074
"1408";"A10 B8";29,73;1;0,000145011600928074
"1409";"A10 B8 B18 DR15";53,74;1;0,000145011600928074
"1410";"A10 B8 B18 DR5 DR8 DR52 DQ1";93,69;1;0,000145011600928074
"1411";"A10 Cw6";29;1;0,000145011600928074
"1412";"A10 Cw6 DR1 DR11 DR51 DQ5";65,9;1;0,000145011600928074
"1413";"A10 DQ2";44,33;1;0,000145011600928074
"1414";"A10 DQ3";60,47;1;0,000145011600928074
"1415";"A10 DQ6 DQ8 DQ9";85,4;1;0,000145011600928074
"1416";"A10 DQ7";43,06;1;0,000145011600928074
"1417";"A10 DQ7 DQ8 DQ9 DQ4";37,23;1;0,000145011600928074
"1418";"A10 DR11";33,36;1;0,000145011600928074
"1419";"A10 DR13 DQ5 DQ6";71,44;1;0,000145011600928074
"1420";"A10 DR2";38,04;1;0,000145011600928074
"1421";"A10 DR4";34,08;1;0,000145011600928074
"1422";"A10 DR7 DQ8";70,79;1;0,000145011600928074
"1423";"A11";10,4;14;0,00203016241299304
"1424";"A11";10,74;1;0,000145011600928074
"1425";"A11";11,07;13;0,00188515081206497
"1426";"A11";11,24;4;0,000580046403712297
"1427";"A11 A19 B16 B18 DR2 DR8 DQ4";65,02;1;0,000145011600928074
"1428";"A11 A19 DR5";51,52;1;0,000145011600928074
"1429";"A11 A28";19,37;1;0,000145011600928074
"1430";"A11 A28 B18";27,93;1;0,000145011600928074
"1431";"A11 A28 B35 DQ5 DQ6";75,72;1;0,000145011600928074
"1432";"A11 A28 B35 DR15 DR16 DR11 DR12";68,24;1;0,000145011600928074
"1433";"A11 A28 B51 B62";40,06;1;0,000145011600928074
"1434";"A11 A29";15,33;2;0,000290023201856148
"1435";"A11 A29 A30 A31 A32 A33 A74 B7 B55 B56 B60 B61 DR3 DR11 DR12 DR13 DR14 DR52";88,62;1;0,000145011600928074
"1436";"A11 A29 A30 A31 A32 A33 B18 B61 DR11 DR12";54,95;1;0,000145011600928074
"1437";"A11 A29 A30 B7 B63 B17 B49 B22 B27 B37 B42 B67 B73 B81 B82 Cw1 Cw9 Cw7 DR1 DQ5";90,04;1;0,000145011600928074
"1438";"A11 A29 A31 B27 DR3";44,58;1;0,000145011600928074
"1439";"A11 A29 A32 A74 B7 B13 B55 B27 B60 B61 B41 B46 B47 B48 B59 B67 B73 B81 Cw10 Cw9";69,53;1;0,000145011600928074
"1440";"A11 A29 A33 A43 B5 B8 B14 B15 B70 B16 B17 B18 B21 B22 B35 B37 B42 B46 B48 B53 B59 B67 B73 B78";86,32;1;0,000145011600928074
"1441";"A11 A29 A33 B8 B64 B65 B39 B57 B18 B54 B55 B37 B41 B59 B78 DR12";59,23;1;0,000145011600928074
"1442";"A11 A29 B18 Cw4 Cw7 DR1 DR11 DR9";85,79;1;0,000145011600928074
"1443";"A11 A29 B44";33,04;1;0,000145011600928074
"1444";"A11 A29 B44 B45 B64 B65 B49 B37 DR1 DR7";62,67;1;0,000145011600928074
"1445";"A11 A29 B55 DR15 DR16 DR4 DR7 DR9 DR51 DR53 DQ7 DQ8 DQ9";86,68;1;0,000145011600928074
"1446";"A11 A30 A31 A32 A33 A74 B55";29,81;1;0,000145011600928074
"1447";"A11 A30 A31 B55 DR15 DQ5 DQ6";74,05;1;0,000145011600928074
"1448";"A11 A30 A31 B7 B54 B27 B61 B42 B67";54,05;1;0,000145011600928074
"1449";"A11 A30 DR15 DR16 DR17 DR18 DR13 DQ6 DQ8 DQ9";94,78;1;0,000145011600928074
"1450";"A11 A31 B13 B27 Cw1 DR15 DQ6";64,83;1;0,000145011600928074
"1451";"A11 A31 B44 B60 DR1 DR4";63,81;1;0,000145011600928074
"1452";"A11 A31 B8 B38 Cw7 DQ5 DQ6";87,41;1;0,000145011600928074
"1453";"A11 A32 B35 DR1 DR4";58,73;1;0,000145011600928074
"1454";"A11 A32 B44 B45 B49 B37 Cw5 DR4 DR12 DR7 DR9 DR10 DR53 DQ8 DQ9 DQ4";81,42;1;0,000145011600928074
"1455";"A11 A32 B44 B76 DR4 DR11 DQ2 DQ7 DQ8 DQ9 DQ4";89,5;1;0,000145011600928074
"1456";"A11 A32 B51 Cw2 Cw4 Cw6 Cw15 Cw17 DR11 DQ7";72,3;1;0,000145011600928074
"1457";"A11 A33 B5 B8 B78 DR3 DQ5 DQ2 DQ7 DQ4";96;1;0,000145011600928074
"1458";"A11 A33 B7";34,49;1;0,000145011600928074
"1459";"A11 A36 B5 B35 DR1 DQ1";78,1;1;0,000145011600928074
"1460";"A11 A43 A80 B73";11,26;1;0,000145011600928074
"1461";"A11 A43 B21 B22 B35 Cw4 Cw5 Cw7 DR3 DR5";86,75;1;0,000145011600928074
"1462";"A11 A43 B7 B63 B17 B22 B27 B42 B67 B81 B82";49,3;1;0,000145011600928074
"1463";"A11 A80 B53 B67 Cw6 Cw14 Cw18";31,04;1;0,000145011600928074
"1464";"A11 B12";31,76;1;0,000145011600928074
"1465";"A11 B13 DR12";20,64;1;0,000145011600928074
"1466";"A11 B14 DR1 DR11 DR9 DQ5";58,83;1;0,000145011600928074
"1467";"A11 B15";23,75;1;0,000145011600928074
"1468";"A11 B17";18,82;1;0,000145011600928074
"1469";"A11 B17 B27 DR2 DR7";61,34;1;0,000145011600928074
"1470";"A11 B17 DR3 DR4 DR5 DR7 DR8 DQ2 DQ7";84,42;1;0,000145011600928074
"1471";"A11 B17 DR5 DQ7";43,78;1;0,000145011600928074
"1472";"A11 B17 DR7";34,66;1;0,000145011600928074
"1473";"A11 B18";18,94;1;0,000145011600928074
"1474";"A11 B35 B61 DR14";31,69;1;0,000145011600928074
"1475";"A11 B35 DR1 DR4";53,7;1;0,000145011600928074
"1476";"A11 B35 DR4";44,11;1;0,000145011600928074
"1477";"A11 B38 B46 DR12 DR9 DQ9";62,69;1;0,000145011600928074
"1478";"A11 B39 B35 DR1 DR13 DQ1";76,54;1;0,000145011600928074
"1479";"A11 B39 B35 DR13";46,5;1;0,000145011600928074
"1480";"A11 B39 DR15";35,55;1;0,000145011600928074
"1481";"A11 B41 Cw7 DR17 DR7 DR9 DQ2";74,21;1;0,000145011600928074
"1482";"A11 B44 B35 Cw17 DR1 DQ5";60,82;1;0,000145011600928074
"1483";"A11 B44 B45";31,76;1;0,000145011600928074
"1484";"A11 B45";11,96;1;0,000145011600928074
"1485";"A11 B45 B76";26,09;1;0,000145011600928074
"1486";"A11 B48 DR14";15,84;1;0,000145011600928074
"1487";"A11 B49 DR13 DR14";39,23;1;0,000145011600928074
"1488";"A11 B5";22,79;1;0,000145011600928074
"1489";"A11 B5 B35 DR2 DR5 DR10";70,44;1;0,000145011600928074
"1490";"A11 B5 B45 B62 B75 B38 B56 B35 B53 B78 Cw4 Cw5 Cw6 Cw12 Cw15 Cw16 Cw17 Cw18 DR1 DR2 DR3 DR4 DR14 DR7 DR9 DR10 DR51 DQ1 DQ2 DQ8 DQ9";100;1;0,000145011600928074
"1491";"A11 B5 DR1 DR2 DR3 DR9 DR51 DQ1 DQ2 DQ4";91,94;1;0,000145011600928074
"1492";"A11 B51 B44 B45 B76 B77 B71 B35 B53 B78 B82 Cw4 Cw5 DR1 DR4 DQ5 DQ7";88,83;1;0,000145011600928074
"1493";"A11 B51 B52 B44 B72 B49 DR15";61,55;1;0,000145011600928074
"1494";"A11 B51 B52 B7 B35";54,54;1;0,000145011600928074
"1495";"A11 B51 B52 B7 B55 B60 B61 DR14";56,66;1;0,000145011600928074
"1496";"A11 B51 B62 B35 B53";47,02;1;0,000145011600928074
"1497";"A11 B51 DR52 DQ2";81,57;1;0,000145011600928074
"1498";"A11 B52 B27 DR4";39,99;1;0,000145011600928074
"1499";"A11 B55 DR15 DR16 DR17 DR18 DR4 DR11 DR12 DR13 DR14 DR8 DR10 DR51 DR52 DQ6 DQ7 DQ8 DQ9";96,87;1;0,000145011600928074
"1500";"A11 B58 B61";23,64;1;0,000145011600928074
"1501";"A11 B60 B61 DQ5 DQ6";73,78;1;0,000145011600928074
"1502";"A11 B62 B63 B75 B76 B77 B49 B50 B54 B55 B56";31,6;1;0,000145011600928074
"1503";"A11 B62 DR9";24,28;1;0,000145011600928074
"1504";"A11 B64 B65";15;1;0,000145011600928074
"1505";"A11 B64 B65 B47";15,59;1;0,000145011600928074
"1506";"A11 B7";30,94;1;0,000145011600928074
"1507";"A11 B7 B12 B13 B76 B47 B81";55,86;1;0,000145011600928074
"1508";"A11 B7 B13 B22 B27 B40 B42 B47 B48 B67 B73 B81 B82 DR1 DR10 DR51";66,46;1;0,000145011600928074
"1509";"A11 B7 B13 B27 B60 B61 DR1 DQ5 DQ6";81,54;1;0,000145011600928074
"1510";"A11 B7 B13 B62 B27 B60 B61 Cw2";66,7;1;0,000145011600928074
"1511";"A11 B7 B22 B35 B60 DR1 DQ1";81,66;1;0,000145011600928074
"1512";"A11 B7 B27 B40 B81";48,65;1;0,000145011600928074
"1513";"A11 B7 B42 B73 B81 Cw7 DR1 DR2 DR4 DR14 DR9 DR10 DR51 DR53 DQ5";92,64;1;0,000145011600928074
"1514";"A11 B7 B55 B42 DR14";38,12;1;0,000145011600928074
"1515";"A11 B7 B62 B71 B72 B49 B50 B54 B55 B56 B42 B67 B82 Cw1 DR1 DR15 DR4 DR14 DR9 DR10 DR51 DQ5 DQ6 DQ4";90,09;1;0,000145011600928074
"1516";"A11 B7 B8 DR4 DQ7 DQ8 DQ9";80,8;1;0,000145011600928074
"1517";"A11 B7 DR15 DQ5 DQ6";73,37;1;0,000145011600928074
"1518";"A11 B7 DR4 DR53 DQ7";73,25;1;0,000145011600928074
"1519";"A11 B73";11,2;1;0,000145011600928074
"1520";"A11 B76";10,4;1;0,000145011600928074
"1521";"A11 B8 B39 Cw12 DR1 DQ5";60,02;1;0,000145011600928074
"1522";"A11 B8 B44 B35";58,7;1;0,000145011600928074
"1523";"A11 B8 B44 DR17 DR13 DQ2";71,24;1;0,000145011600928074
"1524";"A11 B8 B62 B50 DR3";46,3;1;0,000145011600928074
"1525";"A11 B8 Cw7 DR7 DQ2";72,94;1;0,000145011600928074
"1526";"A11 B8 DQ7 DQ8 DQ9";71,68;1;0,000145011600928074
"1527";"A11 B8 DR17 DR18 DR11 DR13 DR14 DR8 DR52 DQ2";83,07;1;0,000145011600928074
"1528";"A11 Cw4 DR12 DR13 DR14 DR8 DQ4";56,49;1;0,000145011600928074
"1529";"A11 Cw5";22,46;1;0,000145011600928074
"1530";"A11 Cw5 DR1 DQ5";47,49;1;0,000145011600928074
"1531";"A11 Cw7";60,08;1;0,000145011600928074
"1532";"A11 DQ1";70,82;1;0,000145011600928074
"1533";"A11 DQ1 DQ8 DQ9 DQ4";96,26;1;0,000145011600928074
"1534";"A11 DQ2";43,71;1;0,000145011600928074
"1535";"A11 DQ5";37,48;1;0,000145011600928074
"1536";"A11 DR1";27,44;1;0,000145011600928074
"1537";"A11 DR1 DR4 DR52";89,53;1;0,000145011600928074
"1538";"A11 DR10";13,01;1;0,000145011600928074
"1539";"A11 DR11";31,32;1;0,000145011600928074
"1540";"A11 DR13 DQ6";52,36;1;0,000145011600928074
"1541";"A11 DR14";16,67;1;0,000145011600928074
"1542";"A11 DR16 DR13 DQ1";72,23;1;0,000145011600928074
"1543";"A11 DR17 DR13 DR51";48,63;1;0,000145011600928074
"1544";"A11 DR17 DR18 DR11 DR13 DR14 DR8";71,36;1;0,000145011600928074
"1545";"A11 DR17 DR18 DR11 DR13 DR8";68,69;1;0,000145011600928074
"1546";"A11 DR2";39,01;1;0,000145011600928074
"1547";"A11 DR4 DR7 DR9";51,5;1;0,000145011600928074
"1548";"A11 DR5 DR52 DQ3";86,04;1;0,000145011600928074
"1549";"A11 DR7 DQ2";48,2;1;0,000145011600928074
"1550";"A19";22,12;2;0,000290023201856148
"1551";"A19";23,3;2;0,000290023201856148
"1552";"A19 A28";31,32;1;0,000145011600928074
"1553";"A19 A28 B5 B12 B17 B27 Cw1 Cw2 Cw4 Cw7 DR1 DR2 DR3 DR4 DR5 DR6 DR8 DR9 DR10 DQ1 DQ3 DQ4";99,94;1;0,000145011600928074
"1554";"A19 A28 B62 B17 DR51";65,24;1;0,000145011600928074
"1555";"A19 A28 B8 B14 B18 B35";65,04;1;0,000145011600928074
"1556";"A19 A28 B8 B62 B57 DR3 DQ2 DQ7";83,25;1;0,000145011600928074
"1557";"A19 A28 DR5";48,62;1;0,000145011600928074
"1558";"A19 A43";22,12;1;0,000145011600928074
"1559";"A19 A68 A69 B62 B21 DR11";57,29;1;0,000145011600928074
"1560";"A19 B12";39,5;1;0,000145011600928074
"1561";"A19 B12 B13 B76 B21 B40 B41 B48";55,08;1;0,000145011600928074
"1562";"A19 B12 DR7";49,98;1;0,000145011600928074
"1563";"A19 B13 DR4";45,11;1;0,000145011600928074
"1564";"A19 B13 DR4 DR7 DR9 DR53 DQ2 DQ3 DQ4";85,57;1;0,000145011600928074
"1565";"A19 B13 DR6";48,31;1;0,000145011600928074
"1566";"A19 B13 DR7 DQ2";54,93;1;0,000145011600928074
"1567";"A19 B14 DR5";45,45;1;0,000145011600928074
"1568";"A19 B15 B70 B16 B21 B22 B35 B53 B67 DR3 DR5 DR6 DR8 DR52 DQ3";94,03;1;0,000145011600928074
"1569";"A19 B18 B27 DR1 DR4 DQ5 DQ3";83,39;1;0,000145011600928074
"1570";"A19 B18 DR4 DR7 DR9";60,54;1;0,000145011600928074
"1571";"A19 B22 DR1 DR2 DR4 DR5 DR13 DR7 DR8 DR9 DR51 DQ6 DQ3";98;1;0,000145011600928074
"1572";"A19 B38 B39 DR15 DR3 DQ6 DQ2";79,13;1;0,000145011600928074
"1573";"A19 B41 DR2 DR6";66,55;1;0,000145011600928074
"1574";"A19 B47";22,69;1;0,000145011600928074
"1575";"A19 B5 B12 B13";52,52;1;0,000145011600928074
"1576";"A19 B5 B12 B13 B15 B70 B21 B35 B40 B41 B47 B48 B53 B78";80,73;1;0,000145011600928074
"1577";"A19 B5 B14 B18 B35 B53 B78 Cw5 DR1 DR2 DR5 DR51 DQ1";92,21;1;0,000145011600928074
"1578";"A19 B5 B54 B55 B56 B37";40,19;1;0,000145011600928074
"1579";"A19 B5 B8 B14 B18";56,85;1;0,000145011600928074
"1580";"A19 B51 B52 B18 B35 DR5 DQ7";68,96;1;0,000145011600928074
"1581";"A19 B52 B7 B62 B70 B21 B55 B56 B35 B40 B41 B42 B67 Cw5 Cw17 DQ2";91,59;1;0,000145011600928074
"1582";"A19 B52 B7 B62 B72 B50 B22 B27 B42 B67 B81 B82 DR1 DR2 DR6 DR10 DQ1 DQ4";88,39;1;0,000145011600928074
"1583";"A19 B7 B13 B16 B40 DR5 DR14 DQ6 DQ3";93,47;1;0,000145011600928074
"1584";"A19 B7 B13 B18 B27 B35 B60 B61";74,46;1;0,000145011600928074
"1585";"A19 B7 B16 DR2 DR18 DR8 DQ3";93,18;1;0,000145011600928074
"1586";"A19 B7 B60 B48 B81 DR1 DR15 DR16 DR9 DR51 DQ5 DQ6 DQ4";83,36;1;0,000145011600928074
"1587";"A19 B7 B8 B16 B40 DR1";76,82;1;0,000145011600928074
"1588";"A19 B7 B8 B22";60,79;1;0,000145011600928074
"1589";"A19 B76 B27 Cw1 Cw5 Cw14 DR5 DR9 DQ6 DQ7 DQ8 DQ9 DQ4";91,5;1;0,000145011600928074
"1590";"A19 B8 B44 B45 B14 B15 B16 B57 B58 B37 DR1 DR15 DR4 DR7 DR9 DR10 DR53 DQ6";97,26;1;0,000145011600928074
"1591";"A19 DQ2";47,41;1;0,000145011600928074
"1592";"A19 DQ3";65,45;1;0,000145011600928074
"1593";"A19 DR13 DQ6 DQ3";87,93;1;0,000145011600928074
"1594";"A19 DR15 DR16 DR51";47,47;1;0,000145011600928074
"1595";"A19 DR16";27,88;1;0,000145011600928074
"1596";"A19 DR4";41,79;1;0,000145011600928074
"1597";"A19 DR5 DR7";56,53;1;0,000145011600928074
"1598";"A19 DR6";45,28;1;0,000145011600928074
"1599";"A2";50,08;49;0,00710556844547564
"1600";"A2";50,1;100;0,0145011600928074
"1601";"A2";50,68;10;0,00145011600928074
"1602";"A2";51,38;4;0,000580046403712297
"1603";"A2 A10";58,04;1;0,000145011600928074
"1604";"A2 A10 A11 A19 A28 A43 A80 B5 B15 B70 B17 B21 B22 B35 B60 B46 B53 B73 B78 Cw3 Cw4 DR1 DR3 DR4 DQ1 DQ8 DQ9 DQ4";99,8;1;0,000145011600928074
"1605";"A2 A10 A11 A19 A28 A43 B5 B8 B12 B13 B14 B15 B70 B16 B17 B18 B21 B56 B27 B35 B37 B40 B41 B47 B48 B53 B78 Cw2 Cw5 Cw6 Cw15 Cw17 Cw18 DR11 DR8 DQ2 DQ7 DQ8 DQ9";99,51;1;0,000145011600928074
"1606";"A2 A10 A11 A19 A28 B5 B35 B53";87,88;1;0,000145011600928074
"1607";"A2 A10 A11 A28 A43 B17 DR7 DQ6 DQ8 DQ9 DQ4";97,01;1;0,000145011600928074
"1608";"A2 A10 A11 A28 B51 B7 B62 B17 B18 B27 B40 B41 B42 B48 B81 DR16 DQ7 DQ4";93,86;1;0,000145011600928074
"1609";"A2 A10 A11 A28 B7 B8 B17 B55 B42 B81 Cw7 DR3 DR5 DR6 DR52 DQ5 DQ2 DQ4";99,31;1;0,000145011600928074
"1610";"A2 A10 A11 A29 A31 A33 A28 A43 B7 B13 B62 B63 B75 B77 B70 B17 B21 B55 B56 B27 B40 B42 B47 B48 B67 B73 B81 DR7 DR9 DQ5 DQ6";97,84;1;0,000145011600928074
"1611";"A2 A10 A11 A29 A33 A74 A28 B17 B54 B55 B27 B42 B73 Cw2 Cw4 Cw5 Cw6 Cw7 Cw15 Cw17 Cw18 DR1 DR2 DR4 DR12 DR9 DR10 DR51 DQ2";99,87;1;0,000145011600928074
"1612";"A2 A10 A11 A32 A33 A28 A43 B5 B12 B13 B15 B70 B17 B21 B22 B35 B46 B53 B67 B82 Cw1 Cw2 Cw3 Cw4 Cw5 Cw6 Cw8 Cw15 Cw17 Cw18 DR1 DR2 DR4 DR14 DR7 DR9 DR10 DR51 DR53 DQ5 DQ2 DQ8 DQ9 DQ4";99,9;1;0,000145011600928074
"1613";"A2 A10 A11 Cw3";72,3;1;0,000145011600928074
"1614";"A2 A10 A19 A28 A43 B13 B17 B35 Cw4 Cw6 DR2 DR7 DR9";93,73;1;0,000145011600928074
"1615";"A2 A10 A19 A28 A43 B44 B13 B73 DR7 DR9 DQ5 DQ2";94,12;1;0,000145011600928074
"1616";"A2 A10 A19 A28 A43 B5 B12 B13 B15 B70 B16 B17 B18 B21 B56 B27 B35 B40 B41 B46 B47 B48 B53 B73 B78 B81 Cw1 Cw3 Cw4 Cw5 Cw8 Cw12 Cw14 Cw15 Cw16 Cw17 Cw18 DR4 DR7 DR9 DQ2 DQ3";99,31;1;0,000145011600928074
"1617";"A2 A10 A19 A28 A43 B5 B7 B44 B13 B63 B17 B55 B27 B37 B40 B42 B47 B48 B53 B59 B67 B81 B82 Cw2 Cw4 Cw5 Cw6 Cw7 DR1 DR2 DR5 DR13 DR7 DR51 DQ1 DQ4";99,98;1;0,000145011600928074
"1618";"A2 A10 A19 A28 B8 B44 Cw7 DR3 DR5 DR6 DR8";97,8;1;0,000145011600928074
"1619";"A2 A10 A19 A68 A69 B27 B73 Cw10 Cw9 Cw8 Cw14 Cw16";79,57;1;0,000145011600928074
"1620";"A2 A10 A19 B5 B12 DR5 DR6";90,05;1;0,000145011600928074
"1621";"A2 A10 A28 B12 B17 DR1 DR15 DR16 DR4 DR7 DR9 DR10 DR51 DR53 DQ5 DQ6 DQ8 DQ9";99,18;1;0,000145011600928074
"1622";"A2 A10 A28 B21 DR4 DQ3";82,52;1;0,000145011600928074
"1623";"A2 A10 A28 B40 DR4 DR10 DR53";80,08;1;0,000145011600928074
"1624";"A2 A10 A28 B44 B17 Cw5 DR15 DQ6";86,36;1;0,000145011600928074
"1625";"A2 A10 A28 B7 B17 B27 B40";80,78;1;0,000145011600928074
"1626";"A2 A10 A28 B8 DR3 DQ2 DQ7";93,22;1;0,000145011600928074
"1627";"A2 A10 A29 A31 A32 A33 A74 A28 A43 B12 B15 B73 Cw7 DR3 DR5 DR6 DR8 DR52";98,03;1;0,000145011600928074
"1628";"A2 A10 A29 A31 A32 A33 A74 A28 A43 B17 B49 B61 B73 Cw2 Cw7 Cw17";94,32;1;0,000145011600928074
"1629";"A2 A10 A29 A31 A32 A33 A74 A28 A43 B5 B7 B8 B14 B15 B70 B39 B17 B18 B21 B22 B35 B40 B41 B42 B48 B53 B67 B78 B81 B82 DR1 DR10";99,28;1;0,000145011600928074
"1630";"A2 A10 A29 A31 A32 A33 A74 A28 A43 B73 Cw7 DR17 DR18 DR11 DR12 DR13 DR14 DR7 DR8 DR9 DR52";98,33;1;0,000145011600928074
"1631";"A2 A10 A29 A33 A28 B12 B13 B64 B62 B75 B76 B70 B16 B18 B21 B54 B27 B35 B37 B40 B41 B47 B48 B59 B67 B73 B81 B82 DR1 DR2 DR17 DR18 DR11 DR12 DR13 DR7 DR8 DR51 DQ6 DQ8 DQ9";99,99;1;0,000145011600928074
"1632";"A2 A10 A30 A31 A33 A28 B7 B15 B17 DR1";88,78;1;0,000145011600928074
"1633";"A2 A10 A32 A28 B12 B62 B76 B17 B50 B82 DR12";80,47;1;0,000145011600928074
"1634";"A2 A10 A33 A28 B5 B8 B45 B14 B15 B70 B16 B17 B18 B21 B22 B35 B37 B40 B41 B46 B48 B53 B59 B73 B78 Cw3 Cw4 Cw5 Cw15 DR1 DR3 DR4 DR5 DR6 DR7 DR8 DR9 DR10 DR52 DR53 DQ5 DQ2 DQ4";99,66;1;0,000145011600928074
"1635";"A2 A10 A43 B8 B73 DR1 DR12 DR7";85,65;1;0,000145011600928074
"1636";"A2 A10 A69 B5 B7 B8 B45 B14 B15 B70 B16 B17 B18 B21 B22 B35 B40 B41 B42 B46 B48 B53 B59 B67 B73 B78 B81 B82 Bw6 Cw1 Cw3 DR1 DR2 DR4 DR9 DR10 DR51 DQ3";99,74;1;0,000145011600928074
"1637";"A2 A10 B15 B18 DR5 DR7";81,39;1;0,000145011600928074
"1638";"A2 A10 B15 B21";64,3;1;0,000145011600928074
"1639";"A2 A10 B58";58,76;1;0,000145011600928074
"1640";"A2 A11 A28";63,58;1;0,000145011600928074
"1641";"A2 A11 A28 B12 B76 B17 DR1 DR4 DR10 DR53";87,15;1;0,000145011600928074
"1642";"A2 A11 A28 B5 B12 B18 B21 B35 B53 B78 B82 DQ7";91,77;1;0,000145011600928074
"1643";"A2 A11 A28 B7 B13 B62 B72 B17 B21 B22 B27 B40 B41 B42 B47 B48 B67 B73 B81 B82 DR11 DR10 DQ5 DQ2 DQ8";99,55;1;0,000145011600928074
"1644";"A2 A11 A28 B7 B40 B81 DR2 DQ1";90,41;1;0,000145011600928074
"1645";"A2 A11 A29 A28 A80 B44 B17 Cw5 DR3";82,07;1;0,000145011600928074
"1646";"A2 A11 A29 A28 B17 B27 DR2 DR3 DR51 DQ6 DQ2 DQ3";99,09;1;0,000145011600928074
